ReturnCode,Name,Description,Column1,Type,Status,Hướng xử lí
-3036,ORIGINAL_TRANS_HAS_ALREADY_FAILED,Giao dịch gốc đã thất bại.,,System Error,Fail,
-3035,TRANS_TYPE_NOT_SUPPORT_OTP,Loại giao dịch này không hỗ trợ OTP!,,User Error,Fail,
-3034,ORIGINAL_TRANS_NOT_EXISTS,Mã giao dịch gốc không tồn tại!,,User Error,Fail,
-3033,ORIGINAL_TRANS_HAS_ALREADY_SUCCEEDED,Giao dịch gốc đã thực được thực hiện thành công!,,User Error,Fail,
-3032,ORIGINAL_TRANS_WAS_NOT_SUCCESSFUL,Giao dịch gốc chưa thành công!,,User Error,Fail,
-3031,TRANS_TYPE_NOT_SUPPORT_REFUNDING,Không hỗ trợ hoàn tiền cho loại giao dịch này!,,User Error,Fail,
-3030,REFUND_AMOUNT_EXCEEDED_ORIGINAL_AMOUNT,Số tiền hoàn trả vượt quá số tiền gốc,,User Error,Fail,
-3029,ACCOUNT_NOT_ALLOW_IN_THIS_ENV,Tài khoản không được phép giao dịch trên môi trường này!,,User Error,Fail,
-3028,TRANS_TYPE_NOT_SUPPORT_REVERTING,Không thể hủy giao dịch loại này,,User Error,Fail,
-3027,TRANS_HAS_BEEN_REVERTED,Giao dịch này đã được hủy trước đó,,User Error,Fail,
-3026,ACCOUNT_NOT_EXIST,Taì khoản không tồn tại!,,User Error,Fail,
-3025,ACCOUNT_NOT_LINKED,Tài khoản chưa được liên kết!,,User Error,Fail,
-3024,TRANS_IS_EXISTS,Giao dịch đã tồn tại!,,User Error,Fail,
-3023,TRANS_NOT_EXISTS,Giao dịch không hợp lệ!,,System Error,Fail,
-3022,USER_NOT_EXIST,Thông tin khách hàng không hợp lệ!,,User Error,Fail,
-3021,DUPLICATED_ZPTRANSID,Dữ liệu định danh giao dịch của merchant đã tồn tại!,,System Error,Fail,
-3020,DUPLICATED_BANKTRANSID,Dữ liệu định danh giao dịch của bank đã tồn tại!,,Bank Error,Fail,
-3004,EXCEED_MAX_NO_TRANS_PER_DAY,Vượt hạn mức số lượng giao dịch trên ngày,,User Error,Fail,
-3003,EXCEED_MAX_AMOUNT_PER_DAY,Vượt hạn mức giao dịch trên ngày,,User Error,Fail,
-3002,AMOUNT_GREATER_THAN_MAX_VALUE,Số tiền lớn hơn hạn mức tối đa,,User Error,Fail,
-3001,AMOUNT_LESS_THAN_MIN_VALUE,Số tiền nhỏ hơn hạn mức tối thiểu,,User Error,Fail,
-2202,DECRYPT_FAIL,"Giải mã thất bại, vui lòng thử lại sau!",,System Error,Fail,
-2001,ENCRYPT_FAIL,"Mã hóa thất bại, vui lòng thử lại sau!",,System Error,Fail,
-1029,INVALID_OTP_TRANSID,Thông tin OTP không hợp lệ,,System Error,Fail,
-1028,INVALID_REQUEST_TIME,Thời gian yêu cầu không hợp lệ,,System Error,Fail,
-1027,INVALID_REFBANKTRANSID,Ref bank trans id không hợp lệ,,System Error,Fail,
-1026,INVALID_USER_INFO,Thông tin khách hàng không hợp lê!,,User Error,Fail,
-1025,INVALID_REFTRACENO,Mã giao dịch phía ngân hàng không hợp lệ!,,User Error,Fail,
-1024,INVALID_PHONE_NO,Số điện thoại không đúng!,,User Error,Fail,
-1023,INVALID_RESP_SIG,Chữ ký số không hợp lệ!,,User Error,Fail,
-1022,INVALID_BANKTRANSID,Mã giao dịch phía ngân hàng không hợp lệ!,,User Error,Fail,
-1021,INVALID_TRANS_TYPE,Loại giao dịch không hợp lê!,,User Error,Fail,
-1020,INVALID_EXTRA_INFO,Thông tin bổ sung không hợp lệ!,,User Error,Fail,
-1019,INVALID_REFTRANSTYPE,"Hệ thống có lỗi, vui lòng thử lại sau!",,User Error,Fail,
-1018,INVALID_SUB_TRANSTYPE,"Hệ thống có lỗi, vui lòng thử lại sau!",,User Error,Fail,
-1017,INVALID_OTP_VALUE,"OTP không đúng, vui lòng nhập lại!",,User Error,Fail,
-1016,INVALID_REFTRANSID,Mã giao dịch tham chiếu không hợp lệ!,,User Error,Fail,
-1015,INVALID_CARD_OR_ACCOUNT_NO,Số thẻ hoặc số tài khoản không hợp lê!,,User Error,Fail,
-1014,INVALID_PAYMENT_INFO,Thông tin thanh toán không hợp lệ!,,User Error,Fail,
-1013,INVALID_BANK_TOKEN,Chuỗi token không đúng!,,User Error,Fail,
-1012,INVALID_PMCID,Mã kênh thanh toán không hợp lệ!,,User Error,Fail,
-1011,INVALID_TRANSID,Dữ liệu định danh giao dịch không hợp lệ!,,User Error,Fail,
-1010,INVALID_BANKCODE,Mã ngân hàng không hợp lệ!,,User Error,Fail,
-1009,INVALID_MERCHANTTRANSID,Dữ liệu định danh giao dịch của merchant không hợp lệ!,,User Error,Fail,
-1008,INVALID_ZALOPAYID,Mã định danh ZaloPay không hợp lệ!,,User Error,Fail,
-1007,INVALID_AMOUNT,Số tiền không hợp lệ!,,User Error,Fail,
-1006,INVALID_SYSID,Định danh hệ thống không hợp lệ!,,User Error,Fail,
-1005,INVALID_TIME,Thời gian xử lý không hợp lệ!,,User Error,Fail,
-1004,INVALID_SIG,Dữ liệu xác thực không hợp lệ!,,System Error,Fail,
-1003,INVALID_DATA,Dữ liệu không hợp lệ!,,User Error,Fail,
-1002,INVALID_TRANS_STATUS,Trạng thái giao dịch không hợp lệ!,,System Error,Fail,
-1001,INVALID_REQUEST_DATA,Dữ liệu không hợp lệ!,,User Error,Fail,
0,EXCEPTION,"Hệ thống có lỗi, vui lòng thử lại sau!",,System Error,Fail,
1,SUCCESSFUL,Giao dịch thành công!,,Success,Success,
2,VALIDATE_PARAM_OK,Xác thực tham số thành công!,,Processing,Pending,
3,INIT,Hệ thống đang khởi tạo giao dịch!,,Processing,Pending,
4,IN_QUEUE,Dữ liệu đang trong hàng đợi xử lý!,,Processing,Pending,
5,OTP_VERIFYING,Đang đợi xác thực OTP!,,Processing,Pending,
6,PROCESSING,Dữ liệu đang xử lý!,,Processing,Pending,
7,REVERTED,Đã thực hiện giao dịch đảo ngược (hoàn tiền)!,,Success,Success,
8,REFUNDED_BY_TPE,Giao dịch đã được hoàn tiền,,Success,Success,
9,PROCESS_MANUAL_REFUNDING,Giao dịch đang xử lý,,Success,Success,
61,BANK_NOT_CONNECTED,Không kết nối được với hệ thống NH.,,Bank Error,Pending,
62,CALL_BANK_TIMEOUT,Lỗi Timeout khi gọi qua NH,,Bank Error,Pending,
63,BANK_PROCESS_TIMEOUT,Lỗi Timeout hệ thống nội bộ NH.,,Bank Error,Pending,
64,BANK_UNKNOWN_ERROR,Lỗi hệ thống NH (không xác định).,,Bank Error,Pending,
-5204,BANK_REQUEST_INVALID_PARAMETER,Tham số gửi qua ngân hàng không hợp lệ,,,,"Chuyển case SL hủy liên kết thẻ cho User, sau đó hướng dẫn khách hàng liên kết lại."
-5219,User ebank not found,Khách hàng chưa đăng ký dịch vụ Internet Banking/Ebank. Vui lòng đăng ký dịch vụ này với NH trước khi thực hiện giao dịch.,,,FAILED,
-6056,BANK_FRAUD_DETECTION_DEVICE_EXCEEDED_AMT_PER_INTERVAL,Vượt hạn mức giao dịch trong ngày. Vui lòng chọn nguồn tiền khác để thực hiện giao dịch. Liên hệ hotline 1900545436 để biết thêm chi tiết.,Exceeded the daily trading limit. Please select another funding source to make the transaction. Contact the hotline 1900545436 for more details.,User,Fail,Added on:26 Mar 2020 (Theo mail BC bổ sung mã mới liên quân đến Risk/CyberSource)
-6055,BANK_FRAUD_DETECTION_USER_EXCEEDED_AMT_PER_INTERVAL,"Vượt hạn mức giao dịch trong ngày. Vui lòng chọn nguồn tiền khác để thực hiện giao dịch. Liên hệ hotline 1900545436 để biết thêm chi tiết.

",Exceeded the daily trading limit. Please select another funding source to make the transaction. Contact the hotline 1900545436 for more details.,User,Fail,Added on:26 Mar 2020 (Theo mail BC bổ sung mã mới liên quân đến Risk/CyberSource)
-6054,BANK_FRAUD_DETECTION_CARD_EXCEEDED_AMT_PER_INTERVAL,Thẻ vượt hạn mức giao dịch trong ngày. Vui lòng chọn nguồn tiền khác để thực hiện giao dịch. Liên hệ hotline 1900545436 để biết thêm chi tiết.,Card exceeded the daily trading limit. Please select another funding source to make the transaction. Contact the hotline 1900545436 for more details.,User,Fail,Added on:26 Mar 2020 (Theo mail BC bổ sung mã mới liên quân đến Risk/CyberSource)
-6053,BANK_FRAUD_DETECTION_DEVICE_EXCEEDED_NO_TRANS_PER_INTERVAL,Vượt số lần giao dịch tối đa trong ngày. Vui lòng chọn nguồn tiền khác để thực hiện giao dịch. Liên hệ hotline 1900545436 để biết thêm chi tiết.,Exceeded the daily transaction limit. Please select another funding source to make the transaction. Contact the hotline 1900545436 for more details.,User,Fail,Added on:26 Mar 2020 (Theo mail BC bổ sung mã mới liên quân đến Risk/CyberSource)
-6052,BANK_FRAUD_DETECTION_USER_EXCEEDED_NO_TRANS_PER_INTERVAL,Vượt số lần giao dịch tối đa trong ngày. Vui lòng chọn nguồn tiền khác để thực hiện giao dịch. Liên hệ hotline 1900545436 để biết thêm chi tiết.,Exceeded the daily transaction limit. Please select another funding source to make the transaction. Contact the hotline 1900545436 for more details.,User,Fail,Added on:26 Mar 2020 (Theo mail BC bổ sung mã mới liên quân đến Risk/CyberSource)
-6051,BANK_FRAUD_DETECTION_CARD_EXCEEDED_NO_TRANS_PER_INTERVAL,Thẻ vượt số lần giao dịch tối đa trong ngày. Vui lòng chọn nguồn tiền khác để thực hiện giao dịch. Liên hệ hotline 1900545436 để biết thêm chi tiết.,Card exceeded the daily trading limit. Please select another funding source to make the transaction. Contact the hotline 1900545436 for more details.,User,Fail,Added on:26 Mar 2020 (Theo mail BC bổ sung mã mới liên quân đến Risk/CyberSource)
-6050,BANK_FRAUD_DETECTION_EXCEEDED_NO_CARD_PER_INTERVAL,Vượt giới hạn số thẻ có thể giao dịch. Vui lòng chọn nguồn tiền khác để thực hiện giao dịch. Liên hệ hotline 1900545436 để biết thêm chi tiết.,Exceeded the number of card limit. Please select another funding source to make the transaction. Contact the hotline 1900545436 for more details.,User,Fail,Added on:26 Mar 2020 (Theo mail BC bổ sung mã mới liên quân đến Risk/CyberSource)
-6036,BANK_FRAUD_DETECTION_DEVICE_EXCEEDED_AMT_PER_MONTH,Vượt hạn mức giao dịch trong tháng. Vui lòng chọn nguồn tiền khác để thực hiện giao dịch. Liên hệ hotline 1900545436 để biết thêm chi tiết.,Exceeded the monthly spending limit. Please select another funding source to make the transaction. Contact the hotline 1900545436 for more details.,User,Fail,Added on:26 Mar 2020 (Theo mail BC bổ sung mã mới liên quân đến Risk/CyberSource)
-6035,BANK_FRAUD_DETECTION_USER_EXCEEDED_AMT_PER_MONTH,Vượt hạn mức giao dịch trong tháng. Vui lòng chọn nguồn tiền khác để thực hiện giao dịch. Liên hệ hotline 1900545436 để biết thêm chi tiết.,Exceeded the monthly spending limit. Please select another funding source to make the transaction. Contact the hotline 1900545436 for more details.,User,Fail,Added on:26 Mar 2020 (Theo mail BC bổ sung mã mới liên quân đến Risk/CyberSource)
-6034,BANK_FRAUD_DETECTION_CARD_EXCEEDED_AMT_PER_MONTH,Thẻ vượt hạn mức giao dịch trong tháng. Vui lòng chọn nguồn tiền khác để thực hiện giao dịch. Liên hệ hotline 1900545436 để biết thêm chi tiết.,Card exceeded the monthly spending limit. Please select another funding source to make the transaction. Contact the hotline 1900545436 for more details.,User,Fail,Added on:26 Mar 2020 (Theo mail BC bổ sung mã mới liên quân đến Risk/CyberSource)
-6033,BANK_FRAUD_DETECTION_DEVICE_EXCEEDED_NO_TRANS_PER_MONTH,Vượt số lần giao dịch tối đa trong tháng. Vui lòng chọn nguồn tiền khác để thực hiện giao dịch. Liên hệ hotline 1900545436 để biết thêm chi tiết.,Exceeded the monthly transaction limit. Please select another funding source to make the transaction. Contact the hotline 1900545436 for more details.,User,Fail,Added on:26 Mar 2020 (Theo mail BC bổ sung mã mới liên quân đến Risk/CyberSource)
-6032,BANK_FRAUD_DETECTION_USER_EXCEEDED_NO_TRANS_PER_MONTH,Vượt số lần giao dịch tối đa trong tháng. Vui lòng chọn nguồn tiền khác để thực hiện giao dịch. Liên hệ hotline 1900545436 để biết thêm chi tiết.,Exceeded the monthly transaction limit. Please select another funding source to make the transaction. Contact the hotline 1900545436 for more details,User,Fail,Added on:26 Mar 2020 (Theo mail BC bổ sung mã mới liên quân đến Risk/CyberSource)
-6031,BANK_FRAUD_DETECTION_CARD_EXCEEDED_NO_TRANS_PER_MONTH,Thẻ vượt số lần giao dịch tối đa trong tháng. Vui lòng chọn nguồn tiền khác để thực hiện giao dịch. Liên hệ hotline 1900545436 để biết thêm chi tiết.,Card exceeded the monthly transaction limit. Please select another funding source to make the transaction. Contact the hotline 1900545436 for more details,User,Fail,Added on:26 Mar 2020 (Theo mail BC bổ sung mã mới liên quân đến Risk/CyberSource)
-6030,BANK_FRAUD_DETECTION_EXCEEDED_NO_CARD_PER_MONTH,Vượt giới hạn số thẻ có thể giao dịch trong tháng. Vui lòng chọn nguồn tiền khác để thực hiện giao dịch. Liên hệ hotline 1900545436 để biết thêm chi tiết.,Exceeded the number of card monthly limit. Please select another funding source to make the transaction. Contact the hotline 1900545436 for more details.,User,Fail,Added on:26 Mar 2020 (Theo mail BC bổ sung mã mới liên quân đến Risk/CyberSource)
-5970,BANK_NO_AUTHORIZATION_METHOD,"Thẻ/Tài khoản chưa đăng ký phương thức xác thực giao dịch trực tuyến (SMS OTP, Soft token v.v...). Vui lòng liên hệ ngân hàng phát hành để được hỗ trợ.","Card / Account has not been registered with an online transaction authentication method (SMS OTP, Soft token, etc.). Please contact the issuing bank for more support.",User,Fail,
